"hostid";"host";"name"
"18959";"LON-25_";"LON-25_"
"18953";"LON-2L6PA1";"LON-2L6PA1"
"18954";"LON-2L6PP1";"LON-2L6PP1"
"18974";"LON-2L7PA1";"LON-2L7PA1"
"18975";"LON-2L7PP1";"LON-2L7PP1"
"18949";"LON-2L8PA1";"LON-2L8PA1"
"18950";"LON-2L8PP1";"LON-2L8PP1"
"18976";"LON-50BF52A";"LON-50BF52A"
"18955";"LON-52BF52C";"LON-52BF52C"
"18956";"LON-5C4PA1";"LON-5C4PA1"
"18957";"LON-5C4PP1";"LON-5C4PP1"
"18947";"LON-5L1PA1";"LON-5L1PA1"
"18948";"LON-5L1PP1";"LON-5L1PP1"
"18968";"LON-5R1CD1";"LON-5R1CD1"
"18969";"LON-5R1CP1";"LON-5R1CP1"
"18966";"LON-5R1PA1";"LON-5R1PA1"
"18967";"LON-5R1PP1";"LON-5R1PP1"
"18972";"LON-5R2CD1";"LON-5R2CD1"
"18973";"LON-5R2CP1";"LON-5R2CP1"
"18970";"LON-5R2PA1";"LON-5R2PA1"
"18971";"LON-5R2PP1";"LON-5R2PP1"
"18960";"LON-87BA";"LON-87BA"
"18961";"LON-87BB";"LON-87BB"
"16695";"LON-DM4100";"LON-DM4100"
"16580";"LON-DM705-01";"LON-DM705-01"
"16581";"LON-DM705-02";"LON-DM705-02"
"16428";"LON-DM880-01";"LON-DM880-01"
"16429";"LON-DM880-02";"LON-DM880-02"
"14655";"LONRDP_230_1";"LONRDP_230_1"
"14656";"LONRDP_230_2";"LONRDP_230_2"
"14657";"LONRDP_525_1";"LONRDP_525_1"
"14658";"LONRDP_525_2";"LONRDP_525_2"
"14659";"LONRDP_525_3";"LONRDP_525_3"
"11824";"lon-rgr-32.209";"lon-rgr-32.209"
"17111";"lon-sw1";"lon-sw1"
"17112";"lon-sw2";"lon-sw2"
"17113";"lon-sw3";"lon-sw3"
"17114";"lon-sw4";"lon-sw4"
"16796";"lon-tmo";"lon-tmo"
"18964";"LON-UCC1";"LON-UCC1"
"18945";"LON-UCC1_";"LON-UCC1_"
"18951";"LON-UCC1__";"LON-UCC1__"
"18965";"LON-UCC2";"LON-UCC2"
"18946";"LON-UCC2_";"LON-UCC2_"
"18952";"LON-UCC2__";"LON-UCC2__"
"14313";"LON-UCS1";"LON-UCS1"
"16296";"LON-UCS1-alta";"LON-UCS1-alta"
"14314";"LON-UCS2";"LON-UCS2"
"16297";"LON-UCS2-baixa";"LON-UCS2-baixa"
"18963";"LON-UP21A";"LON-UP21A"
"18962";"LON-UP21P";"LON-UP21P"
"16492";"LVH-DM880-01";"LVH-DM880-01"
"14472";"MBR_HL1";"MBR_HL1"
"14473";"MBR_HL2";"MBR_HL2"
"13891";"MBR_HOTLINES";"MBR_HOTLINES"
"15617";"MBR_HOTLINES_eth1";"MBR_HOTLINES_eth1"
"15618";"MBR_HOTLINES_eth2";"MBR_HOTLINES_eth2"
"11995";"MBR_PRI";"MBR_PRI"
"11993";"MBR_SEC";"MBR_SEC"
"14470";"MBR3_HL1";"MBR3_HL1"
"14471";"MBR3_HL2";"MBR3_HL2"
"13890";"MBR3_HOTLINES";"MBR3_HOTLINES"
"15615";"MBR3_HOTLINES_eth1";"MBR3_HOTLINES_eth1"
"15616";"MBR3_HOTLINES_eth2";"MBR3_HOTLINES_eth2"
"11994";"MBR3_PRI";"MBR3_PRI"
"11992";"MBR3_SEC";"MBR3_SEC"
"18983";"MBR3-2L1CD1";"MBR3-2L1CD1"
"18984";"MBR3-2L1CD2";"MBR3-2L1CD2"
"18985";"MBR3-2L1CP1";"MBR3-2L1CP1"
"18986";"MBR3-2L1CP2";"MBR3-2L1CP2"
"18981";"MBR3-2L1PA1";"MBR3-2L1PA1"
"18982";"MBR3-2L1PP1";"MBR3-2L1PP1"
"18995";"MBR3-2L2CD1";"MBR3-2L2CD1"
"18996";"MBR3-2L2CD2";"MBR3-2L2CD2"
"18997";"MBR3-2L2CP1";"MBR3-2L2CP1"
"18998";"MBR3-2L2CP2";"MBR3-2L2CP2"
"18993";"MBR3-2L2PA1";"MBR3-2L2PA1"
"18994";"MBR3-2L2PP1";"MBR3-2L2PP1"
"18987";"MBR3-2SACP1";"MBR3-2SACP1"
"18988";"MBR3-2SACP2";"MBR3-2SACP2"
"18989";"MBR3-2SACP3";"MBR3-2SACP3"
"18990";"MBR3-2SACP4";"MBR3-2SACP4"
"12014";"mbr3-rgr-20.219.125";"mbr3-rgr-20.219.125"
"14660";"MBR3RP_230_1";"MBR3RP_230_1"
"17117";"mbr3-sw1";"mbr3-sw1"
"17118";"mbr3-sw2";"mbr3-sw2"
"17119";"mbr3-sw3";"mbr3-sw3"
"17120";"mbr3-sw4";"mbr3-sw4"
"16798";"mbr3-tmo";"mbr3-tmo"
"14094";"MBR3-UCS1";"MBR3-UCS1"
"16300";"MBR3-UCS1-alta";"MBR3-UCS1-alta"
"14095";"MBR3-UCS2";"MBR3-UCS2"
"16301";"MBR3-UCS2-baixa";"MBR3-UCS2-baixa"
"18991";"MBR3-UPCA";"MBR3-UPCA"
"18992";"MBR3-UPCP";"MBR3-UPCP"
"14661";"MBRRDP_230_1";"MBRRDP_230_1"
"12013";"mbr-rgr-20.187.125";"mbr-rgr-20.187.125"
"17115";"mbr-sw1";"mbr-sw1"
"17116";"mbr-sw2";"mbr-sw2"
"16797";"mbr-tmo";"mbr-tmo"
"18977";"MBR-UACA";"MBR-UACA"
"18978";"MBR-UACP";"MBR-UACP"
"14088";"MBR-UCS1";"MBR-UCS1"
"16298";"MBR-UCS1-alta";"MBR-UCS1-alta"
"14089";"MBR-UCS2";"MBR-UCS2"
"16299";"MBR-UCS2-baixa";"MBR-UCS2-baixa"
"18979";"MBR-UPCA";"MBR-UPCA"
"18980";"MBR-UPCP";"MBR-UPCP"
"14474";"MCH_HL1";"MCH_HL1"
"14475";"MCH_HL2";"MCH_HL2"
"13892";"MCH_HOTLINES";"MCH_HOTLINES"
"15619";"MCH_HOTLINES_eth1";"MCH_HOTLINES_eth1"
"15620";"MCH_HOTLINES_eth2";"MCH_HOTLINES_eth2"
"16123";"MCH_PRI";"MCH_PRI"
"13956";"MCH_SEC";"MCH_SEC"
"19007";"MCH-21A";"MCH-21A"
"19008";"MCH-21P";"MCH-21P"
"16582";"MCH-DM705-01";"MCH-DM705-01"
"16583";"MCH-DM705-02";"MCH-DM705-02"
"16459";"MCH-DM880-01";"MCH-DM880-01"
"16460";"MCH-DM880-02";"MCH-DM880-02"
"19000";"MCH-FMF1";"MCH-FMF1"
"18999";"MCH-FMF2";"MCH-FMF2"
"14662";"MCHRDP_525_1";"MCHRDP_525_1"
"10551";"mch-rgr-47.254";"mch-rgr-47.254"
"17121";"mch-sw1";"mch-sw1"
"17122";"mch-sw2";"mch-sw2"
"17123";"mch-sw3";"mch-sw3"
"16799";"mch-tmo";"mch-tmo"
"19982";"MCHTW_525_1";"MCHTW_525_1"
"14099";"MCH-UCS1";"MCH-UCS1"
"16302";"MCH-UCS1-alta";"MCH-UCS1-alta"
"14100";"MCH-UCS2";"MCH-UCS2"
"16303";"MCH-UCS2-baixa";"MCH-UCS2-baixa"
"19005";"MCH-UPAB1";"MCH-UPAB1"
"19006";"MCH-UPAB2";"MCH-UPAB2"
"19001";"MCH-UPLA";"MCH-UPLA"
"19002";"MCH-UPLP";"MCH-UPLP"
"19003";"MCH-UPPB1";"MCH-UPPB1"
"19004";"MCH-UPPB2";"MCH-UPPB2"
"14476";"MCL_HL1";"MCL_HL1"
"14477";"MCL_HL2";"MCL_HL2"
"13893";"MCL_HOTLINES";"MCL_HOTLINES"
"15621";"MCL_HOTLINES_eth1";"MCL_HOTLINES_eth1"
"15622";"MCL_HOTLINES_eth2";"MCL_HOTLINES_eth2"
"13837";"MCL_PRI";"MCL_PRI"
"13957";"MCL_SEC";"MCL_SEC"
"19027";"MCL-2L1PA1";"MCL-2L1PA1"
"19028";"MCL-2L1PA3";"MCL-2L1PA3"
"19026";"MCL-2L1PP1";"MCL-2L1PP1"
"19025";"MCL-2L2PA1";"MCL-2L2PA1"
"19024";"MCL-2L2PP1";"MCL-2L2PP1"
"19013";"MCL-2L3PA1";"MCL-2L3PA1"
"19014";"MCL-2L3PA2";"MCL-2L3PA2"
"19012";"MCL-2L3PP1";"MCL-2L3PP1"
"19010";"MCL-2L4PA1";"MCL-2L4PA1"
"19011";"MCL-2L4PA3";"MCL-2L4PA3"
"19009";"MCL-2L4PP1";"MCL-2L4PP1"
"19029";"MCL-2L8CD1";"MCL-2L8CD1"
"19030";"MCL-2L8CD2";"MCL-2L8CD2"
"19032";"MCL-2L8CP1";"MCL-2L8CP1"
"19031";"MCL-2L8PA";"MCL-2L8PA"
"19033";"MCL-2L8PP";"MCL-2L8PP"
"19015";"MCL-2TRPA1";"MCL-2TRPA1"
"19016";"MCL-87_FAR1";"MCL-87_FAR1"
"19017";"MCL-87_FAR2";"MCL-87_FAR2"
"19018";"MCL-87_NPR22";"MCL-87_NPR22"
"19019";"MCL-87_TIE230";"MCL-87_TIE230"
"19020";"MCL-87_UHCA";"MCL-87_UHCA"
"19021";"MCL-87_UHMC";"MCL-87_UHMC"
"19022";"MCL-87_UHQJ";"MCL-87_UHQJ"
"19023";"MCL-87B";"MCL-87B"
"16584";"MCL-DM705-01";"MCL-DM705-01"
"16585";"MCL-DM705-02";"MCL-DM705-02"
"16494";"MCL-DM880-01";"MCL-DM880-01"
"16495";"MCL-DM880-02";"MCL-DM880-02"
"14664";"MCLRDP_230_1";"MCLRDP_230_1"
"10552";"mcl-rgr-48.254";"mcl-rgr-48.254"
"17124";"mcl-sw1";"mcl-sw1"
"17125";"mcl-sw2";"mcl-sw2"
"17126";"mcl-sw3";"mcl-sw3"
"17127";"mcl-sw4";"mcl-sw4"
"16800";"mcl-tmo";"mcl-tmo"
"14105";"MCL-UCS1";"MCL-UCS1"
"16304";"MCL-UCS1-alta";"MCL-UCS1-alta"
"14106";"MCL-UCS2";"MCL-UCS2"
"16305";"MCL-UCS2-baixa";"MCL-UCS2-baixa"
"16586";"MGA-DM705-01";"MGA-DM705-01"
"16587";"MGA-DM705-02";"MGA-DM705-02"
"16430";"MGA-DM880-01";"MGA-DM880-01"
"16431";"MGA-DM880-02";"MGA-DM880-02"
"14482";"MIM_HL_RGR";"MIM_HL_RGR"
"14480";"MIM_HL1";"MIM_HL1"
"13895";"MIM_HOTLINES";"MIM_HOTLINES"
"15625";"MIM_HOTLINES_eth1";"MIM_HOTLINES_eth1"
"15626";"MIM_HOTLINES_eth2";"MIM_HOTLINES_eth2"
"13846";"MIM_PRI";"MIM_PRI"
"13958";"MIM_SEC";"MIM_SEC"
"14478";"MIM2_HL1";"MIM2_HL1"
"14479";"MIM2_HL2_RGR";"MIM2_HL2_RGR"
"13894";"MIM2_HOTLINES";"MIM2_HOTLINES"
"15623";"MIM2_HOTLINES_eth1";"MIM2_HOTLINES_eth1"
"15624";"MIM2_HOTLINES_eth2";"MIM2_HOTLINES_eth2"
"12085";"MIM2_PRI";"MIM2_PRI"
"12086";"MIM2_SEC";"MIM2_SEC"
"19038";"MIM2-1L2PA1";"MIM2-1L2PA1"
"19039";"MIM2-1L2PP1";"MIM2-1L2PP1"
"19040";"MIM2-1L3PA1";"MIM2-1L3PA1"
"19041";"MIM2-1L3PP1";"MIM2-1L3PP1"
"19045";"MIM2-1L6PA1";"MIM2-1L6PA1"
"19046";"MIM2-1L6PP1";"MIM2-1L6PP1"
"19043";"MIM2-1L7PA1";"MIM2-1L7PA1"
"19044";"MIM2-1L7PP1";"MIM2-1L7PP1"
"19042";"MIM2-1SACP1";"MIM2-1SACP1"
"14665";"MIM2RDP_138_1";"MIM2RDP_138_1"
"12082";"mim2-rgr-20.218.125";"mim2-rgr-20.218.125"
"17130";"mim2-sw1";"mim2-sw1"
"17131";"mim2-sw2";"mim2-sw2"
"17132";"mim2-sw3";"mim2-sw3"
"16801";"mim2-tmo";"mim2-tmo"
"14339";"MIM2-UCS1";"MIM2-UCS1"
"16308";"MIM2-UCS1-alta";"MIM2-UCS1-alta"
"14340";"MIM2-UCS2";"MIM2-UCS2"
"16309";"MIM2-UCS2-baixa";"MIM2-UCS2-baixa"
"19034";"MIM-L10PA1";"MIM-L10PA1"
"19035";"MIM-L10PP1";"MIM-L10PP1"
"19036";"MIM-L11PA1";"MIM-L11PA1"
"19037";"MIM-L11PP1";"MIM-L11PP1"
"12520";"Mimoso_10";"Mimoso_10"
"14666";"MIMRDP_138_1";"MIMRDP_138_1"
"14667";"MIMRDP_138_2";"MIMRDP_138_2"
"10637";"mim-rgr-20.143.253";"mim-rgr-20.143.253"
"10740";"mim-rgr-vsat-20.143.125";"mim-rgr-vsat-20.143.125"
"15956";"mim-rgr-vsat-LINK-TELESPAZIO";"mim-rgr-vsat-LINK-TELESPAZIO"
"17128";"mim-sw1";"mim-sw1"
"17129";"mim-sw2";"mim-sw2"
"14315";"MIM-UCS1";"MIM-UCS1"
"16306";"MIM-UCS1-alta";"MIM-UCS1-alta"
"14316";"MIM-UCS2";"MIM-UCS2"
"16307";"MIM-UCS2-baixa";"MIM-UCS2-baixa"
"14483";"MIS_HL1";"MIS_HL1"
"14484";"MIS_HL2";"MIS_HL2"
"13896";"MIS_HOTLINES";"MIS_HOTLINES"
"15627";"MIS_HOTLINES_eth1";"MIS_HOTLINES_eth1"
"15628";"MIS_HOTLINES_eth2";"MIS_HOTLINES_eth2"
"13921";"MIS_PRI";"MIS_PRI"
"13959";"MIS_SEC";"MIS_SEC"
"19047";"MIS-1BPCP1";"MIS-1BPCP1"
"19052";"MIS-1L1PP";"MIS-1L1PP"
"19053";"MIS-1L1PR";"MIS-1L1PR"
"19054";"MIS-1L2PP";"MIS-1L2PP"
"19055";"MIS-1L2PR";"MIS-1L2PR"
"19056";"MIS-1L3PP1";"MIS-1L3PP1"
"19057";"MIS-1L3PR1";"MIS-1L3PR1"
"19058";"MIS-1L5PP1";"MIS-1L5PP1"
"19059";"MIS-1L5PR1";"MIS-1L5PR1"
"19060";"MIS-1T1CP1";"MIS-1T1CP1"
"19061";"MIS-1T1CP2";"MIS-1T1CP2"
"19067";"MIS-1T2CP1";"MIS-1T2CP1"
"19068";"MIS-1T2CP2";"MIS-1T2CP2"
"19074";"MIS-1T3CP1";"MIS-1T3CP1"
"19075";"MIS-1T3CP2";"MIS-1T3CP2"
"19048";"MIS-2BPCP1";"MIS-2BPCP1"
"19049";"MIS-2BPCP2";"MIS-2BPCP2"
"19050";"MIS-2BPP1";"MIS-2BPP1"
"19051";"MIS-2SACP1";"MIS-2SACP1"
"19064";"MIS-2T1CP1";"MIS-2T1CP1"
"19065";"MIS-2T1PA1";"MIS-2T1PA1"
"19066";"MIS-2T1PA2";"MIS-2T1PA2"
"19062";"MIS-2T1PP1";"MIS-2T1PP1"
"19063";"MIS-2T1PP2";"MIS-2T1PP2"
"19071";"MIS-2T2CP1";"MIS-2T2CP1"
"19072";"MIS-2T2PA1";"MIS-2T2PA1"
"19073";"MIS-2T2PA2";"MIS-2T2PA2"
"19069";"MIS-2T2PP1";"MIS-2T2PP1"
"19070";"MIS-2T2PP2";"MIS-2T2PP2"
"19078";"MIS-2T3CP1";"MIS-2T3CP1"
"19079";"MIS-2T3PA1";"MIS-2T3PA1"
"19080";"MIS-2T3PA2";"MIS-2T3PA2"
"19076";"MIS-2T3PP1";"MIS-2T3PP1"
"19077";"MIS-2T3PP2";"MIS-2T3PP2"
"14669";"MISRDP_230_1";"MISRDP_230_1"
"14668";"MISRDP_69_1";"MISRDP_69_1"
"17133";"mis-sw1";"mis-sw1"
"17134";"mis-sw2";"mis-sw2"
"17135";"mis-sw3";"mis-sw3"
"17136";"mis-sw4";"mis-sw4"
"16802";"mis-tmo";"mis-tmo"
"14111";"MIS-UCS1";"MIS-UCS1"
"16310";"MIS-UCS1-alta";"MIS-UCS1-alta"
"14112";"MIS-UCS2";"MIS-UCS2"
"16311";"MIS-UCS2-baixa";"MIS-UCS2-baixa"
"14670";"MR2RDP_525_1";"MR2RDP_525_1"
"14671";"MR2RDP_525_2";"MR2RDP_525_2"
"14485";"MRO2_HL1";"MRO2_HL1"
"11988";"MRO2_PRI";"MRO2_PRI"
"11987";"MRO2_SEC";"MRO2_SEC"
"19108";"MRO2-5A1CD1";"MRO2-5A1CD1"
"19109";"MRO2-5A1CP1";"MRO2-5A1CP1"
"19098";"MRO2-5A2CD1";"MRO2-5A2CD1"
"19099";"MRO2-5A2CP1";"MRO2-5A2CP1"
"19083";"MRO2-5B1CD1";"MRO2-5B1CD1"
"19084";"MRO2-5B1CP1";"MRO2-5B1CP1"
"19104";"MRO2-5B2CD1";"MRO2-5B2CD1"
"19105";"MRO2-5B2CP1";"MRO2-5B2CP1"
"19092";"MRO2-5BAPP1";"MRO2-5BAPP1"
"19093";"MRO2-5BBPP1";"MRO2-5BBPP1"
"19086";"MRO2-5C1CD1";"MRO2-5C1CD1"
"19087";"MRO2-5C1CP1";"MRO2-5C1CP1"
"19088";"MRO2-5C1PP1";"MRO2-5C1PP1"
"19089";"MRO2-5C2CD1";"MRO2-5C2CD1"
"19090";"MRO2-5C2CP1";"MRO2-5C2CP1"
"19091";"MRO2-5C2PP1";"MRO2-5C2PP1"
"19106";"MRO2-5LA1PA1";"MRO2-5LA1PA1"
"19107";"MRO2-5LA1PP1";"MRO2-5LA1PP1"
"19096";"MRO2-5LA2PA1";"MRO2-5LA2PA1"
"19097";"MRO2-5LA2PP1";"MRO2-5LA2PP1"
"19100";"MRO2-5R1PA1";"MRO2-5R1PA1"
"19101";"MRO2-5R1PP1";"MRO2-5R1PP1"
"19102";"MRO2-5R2PA1";"MRO2-5R2PA1"
"19103";"MRO2-5R2PP1";"MRO2-5R2PP1"
"19094";"MRO2-5SACP1";"MRO2-5SACP1"
"19095";"MRO2-5SACP2";"MRO2-5SACP2"
"19085";"MRO2-5T1CP1";"MRO2-5T1CP1"
"19081";"MRO2-5T1PA1";"MRO2-5T1PA1"
"19082";"MRO2-5T1PP1";"MRO2-5T1PP1"
"16588";"MRO2-DM705-01";"MRO2-DM705-01"
"16589";"MRO2-DM705-02";"MRO2-DM705-02"
"16496";"MRO2-DM880-01";"MRO2-DM880-01"
"16497";"MRO2-DM880-02";"MRO2-DM880-02"
"10631";"mro2-rgr-40.161";"mro2-rgr-40.161"
"17137";"mro2-sw1";"mro2-sw1"
"17139";"mro2-sw13";"mro2-sw13"
"17140";"mro2-sw14";"mro2-sw14"
"17138";"mro2-sw2";"mro2-sw2"
"20018";"MRO2TW_525_1";"MRO2TW_525_1"
"14117";"MRO2-UCS1";"MRO2-UCS1"
"16312";"MRO2-UCS1-alta";"MRO2-UCS1-alta"
"14118";"MRO2-UCS2";"MRO2-UCS2"
"16313";"MRO2-UCS2-baixa";"MRO2-UCS2-baixa"
"15941";"MXONE-LIM10-IPLU-1";"MXONE-LIM10-IPLU-1"
"15942";"MXONE-LIM10-IPLU-2";"MXONE-LIM10-IPLU-2"
"15921";"MXONE-LIM1-MGU1A-LAN0";"MXONE-LIM1-MGU1A-LAN0"
"15922";"MXONE-LIM1-MGU1A-LAN1";"MXONE-LIM1-MGU1A-LAN1"
"15923";"MXONE-LIM1-MGU1B-LAN0";"MXONE-LIM1-MGU1B-LAN0"
"15920";"MXONE-LIM1-MGU1B-LAN1";"MXONE-LIM1-MGU1B-LAN1"
"15924";"MXONE-LIM2-IPLU-1";"MXONE-LIM2-IPLU-1"
"15925";"MXONE-LIM2-IPLU-2";"MXONE-LIM2-IPLU-2"
"15926";"MXONE-LIM2-LSU-E";"MXONE-LIM2-LSU-E"
"15927";"MXONE-LIM3-IPLU-1";"MXONE-LIM3-IPLU-1"
"15928";"MXONE-LIM3-IPLU-2";"MXONE-LIM3-IPLU-2"
"15929";"MXONE-LIM4-IPLU-1";"MXONE-LIM4-IPLU-1"
"15930";"MXONE-LIM4-IPLU-2";"MXONE-LIM4-IPLU-2"
"15931";"MXONE-LIM5-IPLU-1";"MXONE-LIM5-IPLU-1"
"15932";"MXONE-LIM5-IPLU-2";"MXONE-LIM5-IPLU-2"
"15933";"MXONE-LIM6-IPLU-1";"MXONE-LIM6-IPLU-1"
"15934";"MXONE-LIM6-IPLU-2";"MXONE-LIM6-IPLU-2"
"15935";"MXONE-LIM7-IPLU-1";"MXONE-LIM7-IPLU-1"
"15936";"MXONE-LIM7-IPLU-2";"MXONE-LIM7-IPLU-2"
"15937";"MXONE-LIM8-IPLU-1";"MXONE-LIM8-IPLU-1"
"15938";"MXONE-LIM8-IPLU-2";"MXONE-LIM8-IPLU-2"
"15939";"MXONE-LIM9-IPLU-1";"MXONE-LIM9-IPLU-1"
"15940";"MXONE-LIM9-IPLU-2";"MXONE-LIM9-IPLU-2"
"19112";"NAN-1L2PA1";"NAN-1L2PA1"
"19113";"NAN-1L2PP1";"NAN-1L2PP1"
"19110";"NAN-1L3PA1";"NAN-1L3PA1"
"19111";"NAN-1L3PP1";"NAN-1L3PP1"
"15992";"NB1 SEDE";"NB1 SEDE"
"15993";"NB2 SEDE";"NB2 SEDE"
"15994";"NB3 COSE";"NB3 COSE"
"14486";"NPE2_HL1";"NPE2_HL1"
"13844";"NPE2_PRI";"NPE2_PRI"
"13960";"NPE2_SEC";"NPE2_SEC"
"19116";"NPE2-1BPCP1";"NPE2-1BPCP1"
"19121";"NPE2-1L3PP";"NPE2-1L3PP"
"19122";"NPE2-1L3PR";"NPE2-1L3PR"
"19114";"NPE2-1L4PP";"NPE2-1L4PP"
"19115";"NPE2-1L4PR";"NPE2-1L4PR"
"19123";"NPE2-1T1CP1";"NPE2-1T1CP1"
"19124";"NPE2-1T1CP2";"NPE2-1T1CP2"
"19130";"NPE2-1T2CD1";"NPE2-1T2CD1"
"19131";"NPE2-1T2CP1";"NPE2-1T2CP1"
"19117";"NPE2-2BPCP1";"NPE2-2BPCP1"
"19118";"NPE2-2BPCP2";"NPE2-2BPCP2"
"19119";"NPE2-2CU01";"NPE2-2CU01"
"19120";"NPE2-2SACP1";"NPE2-2SACP1"
"19125";"NPE2-2T1CP2";"NPE2-2T1CP2"
"19126";"NPE2-2T1PA1";"NPE2-2T1PA1"
"19127";"NPE2-2T1PA2";"NPE2-2T1PA2"
"19128";"NPE2-2T1PP1";"NPE2-2T1PP1"
"19129";"NPE2-2T1PP2";"NPE2-2T1PP2"
"19134";"NPE2-2T2CD1";"NPE2-2T2CD1"
"19135";"NPE2-2T2CP1";"NPE2-2T2CP1"
"19132";"NPE2-2T2PA1";"NPE2-2T2PA1"
"19133";"NPE2-2T2PP1";"NPE2-2T2PP1"
"16590";"NPE2-DM705-01";"NPE2-DM705-01"
"16591";"NPE2-DM705-02";"NPE2-DM705-02"
"16498";"NPE2-DM880-01";"NPE2-DM880-01"
"16499";"NPE2-DM880-02";"NPE2-DM880-02"
"14672";"NPE2RDP_230_1";"NPE2RDP_230_1"
"11780";"NPE2RDP_230_2";"NPE2RDP_230_2"
"10721";"npe2-rgr-20.138.125";"npe2-rgr-20.138.125"
"17141";"npe2-sw1";"npe2-sw1"
"17142";"npe2-sw2";"npe2-sw2"
"17143";"npe2-sw3";"npe2-sw3"
"17144";"npe2-sw4";"npe2-sw4"
"14123";"NPE2-UCS1";"NPE2-UCS1"
"16314";"NPE2-UCS1-alta";"NPE2-UCS1-alta"
"14124";"NPE2-UCS2";"NPE2-UCS2"
"16315";"NPE2-UCS2-baixa";"NPE2-UCS2-baixa"
"16803";"npe-tmo";"npe-tmo"
"14487";"NPR2_HL1";"NPR2_HL1"
"14488";"NPR2_HL2";"NPR2_HL2"
"13897";"NPR2_HOTLINES";"NPR2_HOTLINES"
"15629";"NPR2_HOTLINES_eth1";"NPR2_HOTLINES_eth1"
"15630";"NPR2_HOTLINES_eth2";"NPR2_HOTLINES_eth2"
"13919";"NPR2_PRI";"NPR2_PRI"
"13920";"NPR2_SEC";"NPR2_SEC"
"19136";"NPR2-21A";"NPR2-21A"
"19137";"NPR2-21P";"NPR2-21P"
"19140";"NPR2-2L3CD1";"NPR2-2L3CD1"
"19141";"NPR2-2L3CP1";"NPR2-2L3CP1"
"19138";"NPR2-2L3PA1";"NPR2-2L3PA1"
"19139";"NPR2-2L3PP1";"NPR2-2L3PP1"
"19145";"NPR2-2L4CD1";"NPR2-2L4CD1"
"19146";"NPR2-2L4CP1";"NPR2-2L4CP1"
"19143";"NPR2-2L4PA1";"NPR2-2L4PA1"
"19144";"NPR2-2L4PP1";"NPR2-2L4PP1"
"19142";"NPR2-2SACP1";"NPR2-2SACP1"
"16592";"NPR2-DM705-01";"NPR2-DM705-01"
"16593";"NPR2-DM705-02";"NPR2-DM705-02"
"16500";"NPR2-DM880-01";"NPR2-DM880-01"
"16501";"NPR2-DM880-02";"NPR2-DM880-02"
"14673";"NPR2RDP_230";"NPR2RDP_230"
"10624";"npr2-rgr-20.171.125";"npr2-rgr-20.171.125"
"17145";"npr2-sw1";"npr2-sw1"
"17146";"npr2-sw2";"npr2-sw2"
"16804";"npr2-tmo";"npr2-tmo"
"14127";"NPR2-UCS1";"NPR2-UCS1"
"16316";"NPR2-UCS1-alta";"NPR2-UCS1-alta"
"14128";"NPR2-UCS2";"NPR2-UCS2"
"16317";"NPR2-UCS2-baixa";"NPR2-UCS2-baixa"
"15697";"NSR_5PMU1";"NSR_5PMU1"
"15698";"NSR_5PMU2";"NSR_5PMU2"
"10526";"NSR_PRI1";"NSR_PRI1"
"10528";"NSR_PRI2";"NSR_PRI2"
"10527";"NSR_SEC1";"NSR_SEC1"
"10529";"NSR_SEC2";"NSR_SEC2"
"19161";"NSR-1DAPP1";"NSR-1DAPP1"
"19201";"NSR-1DBCD1";"NSR-1DBCD1"
"19202";"NSR-1DBCD2";"NSR-1DBCD2"
"19203";"NSR-1DBCP1";"NSR-1DBCP1"
"19204";"NSR-1DBCP2";"NSR-1DBCP2"
"19196";"NSR-1DBPP1";"NSR-1DBPP1"
"19213";"NSR-1DCCD1";"NSR-1DCCD1"
"19214";"NSR-1DCCP1";"NSR-1DCCP1"
"19197";"NSR-1DCPP1";"NSR-1DCPP1"
"19162";"NSR-1LAPA1";"NSR-1LAPA1"
"19163";"NSR-1LAPP1";"NSR-1LAPP1"
"19205";"NSR-1T1CD1";"NSR-1T1CD1"
"19206";"NSR-1T1CD2";"NSR-1T1CD2"
"19207";"NSR-1T1CD3";"NSR-1T1CD3"
"19208";"NSR-1T1CP1";"NSR-1T1CP1"
"19209";"NSR-1T1CP2";"NSR-1T1CP2"
"19210";"NSR-1T1CP3";"NSR-1T1CP3"
"19198";"NSR-1T1PA1";"NSR-1T1PA1"
"19199";"NSR-1T1PP1";"NSR-1T1PP1"
"19200";"NSR-1T1PP2";"NSR-1T1PP2"
"19211";"NSR-1TRCP1";"NSR-1TRCP1"
"19212";"NSR-1TRCP2";"NSR-1TRCP2"
"19249";"NSR-2DACD1";"NSR-2DACD1"
"19250";"NSR-2DACP1";"NSR-2DACP1"
"19246";"NSR-2DAPP1";"NSR-2DAPP1"
"19216";"NSR-2DBPP1";"NSR-2DBPP1"
"19217";"NSR-2DCPP1";"NSR-2DCPP1"
"19185";"NSR-2DRPP1";"NSR-2DRPP1"
"19150";"NSR-2L6CD1";"NSR-2L6CD1"
"19151";"NSR-2L6CP1";"NSR-2L6CP1"
"19147";"NSR-2L6FD";"NSR-2L6FD"
"19148";"NSR-2L6PA";"NSR-2L6PA"
"19149";"NSR-2L6PP";"NSR-2L6PP"
"19247";"NSR-2LAPA1";"NSR-2LAPA1"
"19248";"NSR-2LAPP1";"NSR-2LAPP1"
"19188";"NSR-2R3CD1";"NSR-2R3CD1"
"19189";"NSR-2R3CP1";"NSR-2R3CP1"
"19186";"NSR-2R3PA1";"NSR-2R3PA1"
